,glittre,"briller, scintiller",to glitter,glitzern
,glo ,luire,to glow,glühen
den,glolampe ,lampe à incandescence,lightbulb,"Glühlampe, Glühbirne"
den,glori,gloire,glory,"Ruhm, Glorie"
,glyde/glid/gliden,glisser,glide,gleiten
,gnage,ronger,to gnaw,nagen
,go/gik/gon ,aller,to go,gehen
den,god ,dieu,god,Gott
dat,gold ,or,gold,Gold
den,goos ,oie,goose,Gans
den,Goten ,Goth,Goth,Gote
den,grad,degré,degree,Grad
den,gramm'atik,grammaire,grammar,Grammatik
den,gran'it,granite,granite,Granit
dat,gras ,herbe,grass,Gras
,gratul'ere,féliciter,to congratulate,gratulieren
,grau ,gris,gray,grau
,grave/grov/graven ,creuser,to dig,graben
den,grens ,frontière,"border, frontier",Grenze
,grete/grot/greten ,pleurer,to weep,weinen
den,Griek ,Grec (subs.),Greek (noun),Grieche
,griete,saluer,greet,grüßen
,grim,laid,ugly,hässlich
,grin ,vert,green,grün
,grine,sourire en montrant les dents,to grin,grinsen
,grot ,grand,"big, large, great",groß
,grov,grossier,"coarse, rude",grob
den,grund ,sol ; raison,"soil, ground; reason, cause",Grund (Boden; Ursache)
,grunde ,fonder,"to found, to establish",gründen
,grundleggend,fondamental,fundamental,grundleggend
den,grundsats,principe,principle,Grundsatz
den,gruppe,groupe,group,Gruppe
,grype/grip/gripen ,saisir,"to grasp, to take hold of",greifen
,gud ,bon,good,gut
den,gunst ,faveur,favor,Gunst
den,gurke,concombre,cucumber,Gurke
den,guvern'ör,gouverneur,governor,Gouverneur
den,gyst ,esprit,"ghost, spirit",Geist
den,Haag,La Haye,The Hague,Den Haag
den,haan ,coq,rooster,Hahn (Tier)
dat,haar ,cheveux,hair,Haar
den,hacke,houe,hoe,Hacke
den,hagel,grèle,hail (ice),Hagel
den,haken,crochet,hook,Haken
,half,demi (adj.),half,halb
den,hall ,"halle, grande salle","hall, hallway","Halle; Flur, Diele"
den,hals ,cou,neck,Hals
dat,hamit ,chemise,shirt,Hemd
den,hammer ,marteau,hammer,Hammer
den,hand ,main,hand,Hand
den,handel ,commerce,commerce,Handel
dat,händel,poignée (pour tenir),handle (to hold),Griff (zum Halten)
den,handfull,poignée (quantité),handful,Handvoll
,handle ,manier ; agir,to handle; to act,handhaben; handeln
den,handschu ,gant,glove,Handschuh
,hange/heng/hangen ,pendre,to hang,hängen
den,här,armée (de terre),army (ground combat),Heer
,hard ,dur,hard,hart
den,hare ,lièvre,hare,Hase
den,harfst ,automne,"autumn, fall",Herbst
dat,hart ,cœur,heart,Herz
den,haselnöt,noisette,hazelnut,Haselnuss
den,hast ,hâte,haste,"Hast, Eile"
,haste ,se hâter,"to hasten, to hurry","hasten, eilen"
,hastig ,pressé,hasty,hastig
den,hat ,chapeau,hat,Hut
,hate,haïr,to hate,hassen
den,haud ,peau,skin,Haut
dat,haus ,maison,house,Haus
den,hausbond ,mari,husband,Ehemann
,have/had/had ,avoir,to have,haben
den,haven ,port,"harbor, haven, port",Hafen
den,haver ,avoine,oat,Hafer
den,hecke ,haie,hedge,Hecke
,heftig,violent,violent,heftig
dat,hege ,enclose,"enclosure, pen",Gehege
dat,hei ,foin,hay,Heu
den,heid,lande,heath (landscape),Heide
,heilig ,sacré,holy,heilig
dat,heim ,foyer,home,Heim
,heimlig ,"secret, confidentiel","furtive, secret",heimlich
,heite/het/heiten ,s'appeler,to be called,heißen
,hel ,entier,whole,ganz
den,help,aide,help,Hilfe
,helpe/halp/holpen,aider,to help,helfen
den,helt ,héros,hero,Held
,hemme,entraver,to hamper,hemmen
dat,hen ,poule,"hen, chicken","Huhn, Henne"
,her ,elle ; son,her (object and poss.),"sie, ihr (sg.)"
den,herberg,"auberge, abri","shelter, inn",Herberge
den,herd,troupeau,herd,Herde
den,hering ,hareng,herring,Hering
den,herkomst,provenance,origin,Herkunft
den,herren ,"seigneur, monsieur","sir, mister",Herr
,herrlig,magnifique,magnificient,herrlich
,herrsche ,dominer,"to rule, to dominate",herrschen
,het,"très chaud, brülant",hot,heiß
,heve/hov/heven,soulever,to heave,heben
den,hexe,sorcière,"witch, hex",Hexe
,hi ,"il, lui",he,er
,hide ,cacher,to hide,verstecken
den,hiel ,talon,heel,Ferse
,hier ,ici,here,hier
den,higel ,colline,hill,Hügel
,him ,"lui, le",him,ihn
den,himmel ,ciel,"sky, heaven",Himmel
,hind,derrière,behind,hinter
,hindre ,empêcher,to hinder,hindern
den,hist'ori,histoire (passé),history,Geschichte (Vergangenheit)
den,Hobbit ,hobbit,hobbit,Hobbit
dat,hof ,cour,"court, courtyard",Hof
,höflig,courtois,courteous,höflich
den,höft,hanche,hip,Hüfte
,hog ,haut,high,hoch
dat,hol,trou,hole,Loch
,holde/held/holden ,tenir,to hold,halten
den,honig ,miel,honey,Honig
den,hop ,espoir,hope,Hoffnung
,höre ,entendre,to hear,hören
den,hori'sont,horizon,horizon,Horizont
dat,horn ,corne,horn,Horn
dat,hot'el ,hôtel,hotel,Hotel
dat,hovd ,tête,head,"Kopf, Haupt"
,hu ,comment,how,wie
den,huf,sabot (d'animal),hoof,Huf
den,hummer,homard,lobster,Hummer
den,Hun ,Hun,Hun,Hunne
den,hund ,chien,dog,Hund
,hundred ,cent,hundred,hundert
den,hunger ,faim,hunger,Hunger
den,hür,loyer,rent,Miete
den,huste,toux,cough,Husten
den,hütte ,hutte,"shack, hut",Hütte
den,hy ,requin,shark,Hai
den,id'ee ,idée,idea,Idee
,ie ,vous (sujet),"you (plural or polite, subject)","ihr (Subjekt, auch Höflichkeitsform)"
,i'gen,encore,again,wieder
,ik ,"je, moi",I,ich
,ill ,mal (adv.),"badly, ill",schlecht (Adv.)
,in ,dans,in,in
den,infall ,invasion,invasion,"Einfall, Einmarsch"
den,influd,"influx, influence",influence,Einfluss
,influde,influencer,to influence,beeinflussen
,inheimisch ,indigène,indigenous,einheimisch
,inkwart'eere ,"loger, cantonner",to accommodate (someone),"einquartieren, unterbringen"
,innen,dedans,within,"innen, innerhalb"
,inner,"interne, intérieur",inner,inner
den,inschrift,inscription,inscription,Inschrift
dat,ins'ekte ,insecte,insect,Insekt
,inständig,urgent,urgent,"inständig, dringend"
,intakt ,intact,intact,intakt
den,integra'sjonen ,intégration,integration,"Integration, Eingliederung"
den,inter'esse ,l'intérêt,interest,Interesse
,interess'eere ,intéresser,to interest,interessieren
den,interviu,interview,interview,Interview
,irisch,irlandais,Irish,irisch
,It'aljen ,Italie,Italy,Italien
,ivel ,mauvais,"bad, evil","schlecht, böse, übel"
,ja ,oui,yes,ja
dat,jaar ,an(née),year,Jahr
dat,jaarhundred ,siècle,century,Jahrhundert
den,jaarstyd ,saison,season (of the year),Jahreszeit
den,jacke ,"veste, manteau","jacket, coat","Jacke, Mantel"
,jage/jog/jagen ,chasser,"to chase, to hunt",jagen
den,jakt ,chasse,"chase, hunt",Jagd
den,janu'ar ,janvier,January,Januar
,je... desto...,le (plus)... le (plus)...,the (more)... the (more)...,je... desto...
,jer ,vous (oblique),"you (plural or polite, object)",euch
dat,jok,joug,yoke,Joch
den,Juden,Juif,Jew,Jude
den,ju'velen ,"bijou, joyau",jewel,Juwel
den,jul,Noël,Christmas,Weihnachten
den,juli ,juillet,July,Juli
,jung ,jeune,young,jung
den,jungling ,le jeune homme,young man,Jüngling
den,juni ,juin,June,Juni
den,junker ,hobereau,country squire,Junker
,jur ,"votre, vos",your (plural or polite),euer
,kackle,caqueter,to cackle,gackern
den,kalk ,chaux,"chalk, lime",Kalk
,kalle ,appeler,to call,rufen
dat,kalv ,veau,calf (animal),Kalb
den,kam ,peigne,comb,Kamm
den,kammer ,chambre,"chamber, room","Kammer, Zimmer"
den,kamp,combat,combat,Kampf
den,kan'al,canal,canal,Kanal
dat,kan'in ,lapin,rabbit,Kaninchen
den,kant,"bordure, lisière","edge, rim","Kante, Rand"
dat,kaos ,chaos,chaos,Chaos
dat,kap'itel,chapitre,chapter,Kapitel
den,kap'tän (schip),capitaine,captain,Kapitän
den,kar'akter,caractère (nature),character (nature),Charakter (Natur)
den,karte,carte,"map, card",Karte
den,kart'offel ,pomme de terre,potato,Kartoffel
den,kast'anjen,châtaigne,chestnut,Kastanie
,kaste ,"jeter, lancer",to throw,werfen
den,kat ,chat,cat,Katze
,kaupe ,acheter,to buy,kaufen
,käusch,chaste,chaste,keusch
den,kede ,chaîne,chain,Kette
den,keller ,cave,"basement, cellar",Keller
,kenne ,connaître,to know (to be acquainted with),kennen
den,kerne,noyau,"stone, kernel",Kern
den,kettel ,"chaudron, marmite","kettle, cauldron",Kessel
dat,kid ,petit d'animal,young animal,Jungtier
den,kies,choix,choice,Wahl
,kiese/kos/kosen ,"choisir, désigner",to choose,wählen
den,kin ,menton,chin,Kinn
dat,kino,cinéma,cinema theatre,Kino
den,kirche ,église,church,Kirche
den,kirchegard ,cimetière,"cemetery, churchyard",Friedhof
den,kirsch ,cerise,cherry,Kirsche
den,kiss,"baiser, bisou",kiss,Kuss
,kisse,embrasser (baiser),to kiss,küssen
den,kiste ,"caisse, grosse boîte","chest, box",Kiste
,kittle,chatouiller,to thickle,kitzeln
,klage,se plaindre,to complain,klagen
,klar ,clair,clear,klar
den,klasse,classe,class,Klasse
dat,kled ,vêtement,"garment, piece of clothing","Kleidungsstück, Kleid"
den,klei,argile,clay,Lehm
,kleje ,gratter,to scratch,kratzen
,klemme,serrer,"squeeze, tighten","klemmen, quetschen"
,klimbe ,grimper,to climb,klettern
den,klippe ,falaise,cliff,Klippe
dat,kloster ,cloître,"cloister (monastery, convent)",Kloster
den,klover,trèfle,clover,Klee
,kluk,intelligent,intelligent,klug
den,klumpen,"masse, motte",lump,Klump
den,knape ,page (garçon),"page, knave",Knappe
,knapp,"rare, chiche",scarce,knapp
dat,knie ,genou,knee,Knie
den,kniv ,couteau,knife,Messer
den,knocke ,os,bone,Knochen
den,koks,coke,coke,Koks
dat,konto,compte,account,Konto
,knype/knip/knipen,pincer,nip,kneifen
den,köcken ,cuisine,kitchen,Küche
den,kogge ,cogue,cog (ship),Kogge
den,kok ,cuisinier,cook,Koch
,koke ,cuire,to cook,kochen
den,kol ,chou,cabbage,Kohl
,kold ,froid,cold,kalt
den,kole ,charbon,coal,Kohle
den,koll'egen ,collègue,colleague,Kollege
,Köln ,Cologne,Cologne,Köln
dat,komma,virgule,comma,Komma
,komme/kam/kommen ,venir,to come,kommen
den,kompass,boussole,compass,Kompass
den,kompet'ence ,compétence,competence,Kompetenz
den,komst ,venue,coming,Ankunft
,konfront'eere ,confronter (vtr),to confront,"konfrontieren, zur Rede stellen"
den,kongr'essen ,congrès,congress,Kongress
den,koning ,roi,king,König
den,kontinentalsockel,plateau continental,continental shelf,Festlandsockel
den,kon'trollen,contrôle,control,Kontrolle
den,kon'voj,convoi,convoy,Konvoy
,Kopenhagen,Copenhague,Copenhagen,Kopenhagen
den,kopper ,cuivre,copper,Kupfer
den,kork,"bouchon, liège",cork,Kork
dat,korn ,céréale,"grain, cereal","Getreide, Korn"
den,korv ,panier,basket,Korb
den,kost ,la chère (nourriture),"fare, food",Kost
,koste,coûter,to cost,kosten
,kotse up,vomir,to vomit,"erbrechen, kotzen"
den,kraft ,"force, puissance, artifice","force, strength,, power, craft",Kraft
,kraftig,robuste,sturdy,kräftig
den,kragen,col,collar,Kragen
den,krämer ,épicier,"grocer, shopkeeper","Krämer, Lebensmittelhändler"
den,krans ,couronne (ex: fleurs),wreath (of flowers etc.),Kranz (z. B. aus Blumen)
dat,kräuts ,croix,cross,Kreuz
,kräutse ,traverser,to cross,"kreuzen, überqueren"
den,kredit ,crédit,credit,Kredit
,kriepz/krop/kropen,ramper,to creep,kriechen
den,krig ,guerre,war,Krieg
den,kriger ,guerrier,warrior,Krieger
,krippel,infirme,cripple,Krüppel
den,krisen,crise,crisis,Krise
den,krist'all,cristal,crystal,Kristalle
den,kristen ,chrétien,Christian (noun),Christ
,Kristus,Christ,Christ,Christus
den,krone ,couronne,crown,Krone
,kröne,couronner,to crown,krönen
den,krücke,béquille,crutch,Krücke
,krumm,courbe (adj.),curved,krumm
den,ku ,vache,cow,Kuh
,kul,"froid, frais",cool,kühl
den,kult'ur,culture (intellectuelle),culture,Kultur
den,kunden,client,"client, customer",Kunde
,kunne ,"pouvoir (présent: kann, prétérit et participe passé: kunnd)","can, to be able (present: kann, preterite and past participle: kunnd)","können (Präsens: kann, Präteritum und Partizip II: kunnd)"
den,kunst ,art,art,Kunst
den,kuppling,embrayage,clutch (car),Kupplung
den,kurve,"virage, courbe",curve (noun),Kurve
den,kus'in,cousin,cousin,Vetter
den,kus'ine ,cousine,girl cousin,Cousine
den,kust ,côte,coast,Küste
,kutte ,couper,to cut,schneiden
,kwick ,vite ; vif,quick,schnell
den,kyser ,empereur,emperor,Kaiser
,laag ,bas,low,"niedrig, tief"
den,ladder ,échelle (pour grimper),ladder,Leiter
,lade/lod/laden,charger,to load,laden
den,lag ,"situation, position","situation, position",Lage
dat,lager,camp,camp,Lager
,lahe ,rire,to laugh,lachen
dat,laken ,drap,bedsheet,Laken
,lam,boiteux,lame,lahm
dat,lamb ,agneau,lamb,Lamm
den,lampe ,lampe,lamp,Lampe
dat,land ,"pays, campagne","land, country, countryside",Land
den,landbruk ,agriculture,agriculture,Landwirtschaft
,lang ,long,long,lang
,langs,le long de,along,entlang
,langsam,lent,slow,langsam
den,last,charge(ment),"load, cargo","Last, Lafung"
,lat ,tard,late,spät
,late/let/laten ,laisser,to let,lassen
dat,lat'in,latin,Latin,Latein
,latst ,dernier,last,letzter
,laud,"bruyant, sonore",loud,laut
dat,lauf ,feuillage,"foliage, leaves",Laub
dat,laup,cours(e),course,Lauf
,laupe ,courir,to run,laufen
den,laus ,pou,louse,Laus
den,lax ,saumon,salmon,Lachs
,lede ,"conduire, mener",to lead,"führen, leiten"
dat,leder ,cuir,leather,Leder
den,leg'ering,alliage,alloy,Legierung
,legge,poser (à plat),to lay,legen
,leide/led/liden,souffrir,to suffer,leiden
,lere ,apprendre,to learn,lernen
den,lerklining ,"torchis, clayonnage",wattle and daub,Flechtwerk mit Lehm
,lese/las/lesen,lire,to read,lesen
,leve ,vivre,to live,leben
den,lever ,foie,liver,Leber
,lifte ,lever (vtr.),to lift,heben
,ligge/lag/legen ,être couché,"to lie (horizontally, to be situated)",liegen
dat,liham ,corps,body,Körper
dat,liht ,lumière,light (noun),Licht
,like ,aimer bien,to like,mögen
den,linje ,ligne,line,Linie
den,lip ,lèvre,lip,Lippe
,lissne ,écouter,to listen,"zuhören, anhören"
,listig,rusé,cunning,listig
,litel ,petit,"little, small",klein
dat,live ,vie,life,Leben
den,lock ,boucle de cheveux,lock (of hair),Locke
,loke ,fermer,to close,schließen
dat,loon ,le prêt,loan,Darlehen
,löse,résoudre,to solve,lösen
den,lotsen ,le pilote (maritime),pilot (naut.),Lotse
den,löve ,lion,lion,Löwe
den,low ,loi,law,Gesetz
,lowlyk ,légal,legal,"legal, gesetzlich"
den,lück ,"bonheur, chance",luck,Glück
,lücke ,réussir (datif du chance),"to succeed, to turn out well (for = dative)",glücken
,lücklig ,"heureux, chanceux","lucky, happy",glücklich
dat,luder ,garce (!),"slut, bitch (pej.)",Luder
den,luft ,air,air,Luft
,lüge/log/logen,mentir,to lie (false utterance),lügen
den,lunge ,poumon,lung,Lunge
,lure ,"épier, être à l’aguet","to lurk, to lie in wait",lauern
,lyk ,"comme (aussi suffixe d'adjectifs), égal","like (also adjectival suffix), equal","wie (an Adjektiven -lich, -artig), gleich"
,lyt ,léger ; facile,light; easy,leicht
,lytfärdig,frivole,frivolous,leichtfertig
,mä ,mais,but,aber
,maale/mel/malen ,"moudre, broyer",to grind,mahlen
den,maaltyd,repas,meal,Mahlzeit
den,mag'ie ,magie,magic (noun),Magie
den,mage ,estomac,stomach,Magen
,mager,maigre,meager,mager
den,magnet,aimant,magnet,magnet
den,maht ,"pouvoir, puissance","power, might",Macht
den,mai ,mai,May,Mai
den,mäid ,"femme, jeune fille","woman, young girl",junge Frau
den,majest'eit ,majesté,majesty,Majestät
,make ,"faire, fabriquer",to make,"machen, herstellen"
,male,peindre,to paint,malen
den,maler ,peintre,painter,Maler
dat,malt,malt,malt,Malz
,mang ,beaucoup,much,viel
den,mann ,"homme, mari","man, husband",Mann
den,mansch'etten,manchette (de bras),cuff of sleeve,Manschette
den,market,marché,market,Markt
den,marmor,marbre,marble,Marmor
den,marschal ,maréchal,marshal,Marschall
den,marts ,mars,March,März
den,marxisme,marxisme,Marxism,Marxismus
den,mast ,mât,mast,Mast
den,mat,"carpette, natte",mat,Matte
dat,matt,mesure,measure,Mass
den,maus ,souris,mouse,Maus
,mawe ,faucher,to mow,mähen
dat,me'nü ,menu (subs.),menu,Menü
dat,mel ,farine,flour,Mehl
,melde ,signaler,to report,melden
den,melk ,lait,milk,Milch
,melke ,traire,to milk,melken
,mene,vouloir dire,to mean (opinion),meinen
den,mensch ,humain (subs.),human (noun),Mensch
,mer ,plus,more,mehr
den,meri ,jument,mare,Stute
,merke ,remarquer,to notice,(be)merken
den,mersee,lac,lake,der See
,mest ,le plus,most,meist
,met ,avec,with,mit
dat,met'all ,métal,metal,Metall
,metdele,communiquer,to communicate,mitteilen
,mette/matt/metten,mesurer,to measure,messen
den,middag ,midi,"noon, midday",Mittag
den,midde ,milieu,middle,Mitte
dat,middel ,moyen ; (adj.) central,"means; (adj.) middle, central",Mittel; (adj.) mittlere
,middelmettig,médiocre,mediocre,mittelmäßig
den,middelwerde,moyenne (subs. fém.),average,"Mittelwert, Durchschnitt"
den,midnaht ,minuit,midnight,Mitternacht
,milj'ard,milliard,billion,Milliarde
den,mille ,moulin,mill,Mühle
dat,mill'ennium,millénaire,millennium,Jahrtausend
den,miller ,meunier,miller,Müller
den,min'ute ,minute,minute,Minute
,minder ,"plus petit, moins, moindre","smaller, less","kleiner, weniger"
,minst ,"le moindre, le plus petit","smallest, least","kleinst, wenigst"
den,mire ,fourmi,ant,Ameise
den,mist ,brume,mist,"Nebel, Dunst"
,mistroje ,"ne pas avoir confiance en, suspecter","to mistrust, to suspect",misstrauen
den,mix,mélange,mix,Mischung
den,möbel ,meuble,item of furniture,Möbel(stück)
den,mode ,mode,"fashion, vogue",Mode
den,mo'del,modèle,model,Model
den,moder ,mère,mother,Mutter
,moge ,"avoir le droit de (présent: mog, prétérit et participe passér: mohd)","may, to be allowed (present: mog, preterite and past participle: mohd)","dürfen (Präsens: mog, Präteritum und Partizip II: mohd)"
,möglig ,possible,possible,möglich
,mogsche ,peut-être,"maybe, perhaps",vielleicht
den,mon ,lune,moon,Mond
den,monad ,mois,month,Monat
den,mondag ,lundi,Monday,Montag
den,mönt ,monnaie,money,Geld
den,morgen ,matin,morning,Morgen
,mörk ,sombre,dark,dunkel
den,mot'or ,moteur,motor,Motor
den,müge ,moustique,"midge, mosquito",Mücke
den,mund ,bouche,mouth,Mund
,mündig,majeur (d'âge),"of age, major",mündig; mehrjährig
den,münte ,menthe,mint,Minze
den,mur ,mur,wall,"Mauer, Wand"
den,mure,carrotte,carrot,Möhre
dat,murmel,murmure,"murmur, muttering",Gemurmel
,muste ,"devoir (présent et participe passé: must, prétérit: muste)","must (present and past participle: must, preterite: muste)","müssen (Präsens und Partizip II: must, Präteritum: muste)"
den,mütse ,bonnet,"cap, hat",Mütze
,my ,"moi, mon","me, my","mich, mir, mein"
den,myl ,mille (mesure ; subs.),mile,Meile
den,myster,maître,master,Meister
den,naal ,aiguille,needle,Nadel
den,naber,voisin,neighbour,Nachbar
den,nacken,nuque,nape,Nacken
den,nagel ,"ongle, clou",nail,Nagel
den,naht ,nuit,night,Nacht
den,nahtgal ,rossignol,nightingale,Nachtigall
,naket,nu,naked,nackt
den,name ,nom,name,Name
,nämlig,à savoir,namely,nämlich
,när ,"près de, proche",near,nahe (bei)
,närlig,presque,"nearly, almost",fast (adv.)
den,narr ,"bouffon, fou","fool, jester",Narr
den,nas ,nez,nose,Nase
den,nat'ur,nature,nature,Natur
den,navel ,nombril,navel,Nabel
,Ne'apel,Naples,Naples,Neapel
den,necke ,nuque,nape,Nacken
,neder ,(vers le) bas,down(wards),nieder
,Nederland ,Pays-Bas,Netherlands,Niederlande
,nee ,non,no,nein
den,nefe ,neveu,nephew,Neffe
,nei- ,aucun (décliné),"no, none (declined)",kein (dekliniert)
,neis,ne ... jamais,never,nie(mals)
dat,nest,nid,nest,Nest
dat,net ,filet,net,Netz
dat,netwerk ,réseau,network,Netzwerk
,neu ,nouveau,new,neu
,next,prochain,next,nächst
,nextlig,bientôt,soon,bald
,nicke,hocher la tête,to nod,nicken
,niemand,ne... personne,"no one, nobody",niemand
,niete/not/noten,"bénéficier, profiter de","to enjot, benefit",genießen
,nit ,ne... pas,not,nicht
den,njese ,nièce,niece,Nichte
den,nod,détresse,distress (noun),Not
,noh ,encore (toujours),"still, yet",noch
den,nom'aden ,nomade,nomad,Nomade
,nor,ni,"neither, nor","weder, noch"
den,nord ,nord,north,Norden
,Norweg ,Norvège,Norway,Norwegen
den,nöt ,noix,nut (bot.),Nuss
den,nov'ember ,novembre,November,November
,nu ,maintenant,now,"jetzt, nun"
,nug ,assez,enough,genug
,nükter,sobre,sobre,nüchtern
,nyn ,neuf,nine,neun
,of ,si (interrogatif),"if, whether (interrogative)",ob (interrogativ)
,ofder ,ou,or,oder
,öffentlig ,public,public,öffentlich
,oft ,souvent,often,oft
,oh ,"aussi, et","also, too, and","auch, und"
,ökon'omisch ,économique,economic,ökonomisch
den,okt'ober ,octobre,October,Oktober
den,oli ,huile,oil,Öl
,ombude ,"transiger, négocier","to negotiate, to come to terms","verhandeln, einen Vergleich schließen"
den,onkel ,oncle,uncle,Onkel
,open ,ouvert,open,offen
,openbar,manifeste,"manifest, obvious",offenbar
,opne ,ouvrir,to open,öffnen
den,opsj'onen ,option,option,Option
,or ,"notre, nos",our,unser
den,örd ,terre,earth,Erde
den,order ,ordre (commandement),order (command),"Order, Befehl"
,ordne,mettre en ordre,to arrange (put in order),ordnen
,os ,nous (oblique),us,uns
den,öst ,est,east,Osten
dat,oster ,pâques,Easter,Ostern
,Österrik,Autriche,Austria,Österreich
den,Östersee,Mer Baltique,Baltic Sea,Ostsee
den,ouj,brebis,ewe,Aue (Schaff)
den,oul,"chouette, hibou",owl,Eule
den,oven,four,oven,Ofen
,over ,au-dessus de,"over, above",über
,over'einsstemme,"tomber d'acord, s'accord",to agree (intr.),übereinkommen
,over'falle/fell/fallen ,attaquer,to attack,überfallen
,over'winne/won/wonnen ,vaincre,to defeat,besiegen
,overall ,partout,everywhere,überall
,oversyds,au-delà (de),beyond,jenseits
den,oxe ,boeuf,ox,Ochse
dat,pack,paquet,pack,Pack
,packen,emballer,to pack,packen
den,pad ,sentier,path,Pfad
den,paddel,pagaie,paddle,Paddel
dat,pal'eis ,palais,palace,Palast
den,paniken ,panique,panic,Panik
dat,panser ,"armure, blindage",armor,"Panzer, Rüstung"
dat,pap'ir ,papier,papier,Papier
dat,par ,"couple, paire","couple, pair",Paar
den,park ,parc,park,Park
,passend,convenable,suitable,passend
dat,password ,mot de passe,password,Passwort
den,pels ,fourrure,fur,Pelz
den,pepper,poivre,pepper,Pfeffer
den,per ,poire,pear,Birne
den,per'son,"personne, personnage","person, character",Person
,pikswart ,très noir,pitch-black,pechschwarz
den,plage ,"épidémie, plaie, fléau; toumenter","plague, nuisance; to plague",Plage; plagen
den,plan ,plan,plan,Plan
den,plante ,plante ; planter,plant; to plant,Pflanze
den,plats ,"place (square ; emplacement réservé), lieu","place, square, seat",Platz
,pleje,avoir l'habitude de,to do usually,pflegen (oft tun)
den,pliht ,"devoir, obligation","obligation, duty",Pflicht
den,plog ,charrue,plow,Pflug
,plötslig,soudain,sudden(ly),plötzlich
,plucke,"arracher, cueillir",to pluck,pflücken
den,plume ,prune,plum,Pflaume
,plundre ,piller,to plunder,plündern
den,pol'is ,police,police,Polizei
,Polen ,Pologne,Poland,Polen
den,polit'iken,politique (subs.),policy,Politik
den,post ,la poste,"post, mail",Post
den,pot ,pot,pot,Topf
,praktisch ,pratique,practical,praktisch
den,präsid'enten ,président,president,Präsident
,prate,"discuter, bavarder","to talk, chat",plaudern
den,priest,prêtre,priest,Priester
den,princen (son af en suveränen),prince,prince,Prinz
den,princ'esse (suveränens dohter),princesse,princess,Prinzessin
dat,probl'eme,problème,problem,Problem
den,pro'cess ,procès,process,"Prozess, Vorgang"
dat,progr'amme ,programme,program,Programm
den,prys ,prix,price; prize,Preis
den,pul ,mare,"puddle, pool","Pfütze, Tümpel"
den,pumpe ,pompe,pump,Pumpe
den,raad ,conseil,advice; council,Rat
dat,raadhaus ,mairie,townhall,Rathaus
den,rabatt,rabais,discount (noun),Rabatt
den,rand ,bord,"edge, border",Rand
,rasch,"brusque, rapide","swift, quick",rasch
den,rast,repos,"rest (relief, sleep)","Ruhe, Rast"
den,rat ,rat,rat,Ratte
,rattle,cliqueter,to rattle,rasseln
,redde,sauver,to save,retten
den,reek ,fumée,smoke,Rauch
,regeere,gouverner,to govern,regieren
den,regel ,règle (norme),rule (norm),Regel (Norm)
,regelmässig,régulier,regular,regelmässig
dat,regimen,régime (système),régime (system),Régime
,regul'eere ,réguler,"to regulate, to control","regulieren, steuern"
dat,reht ,le droit ; droit (adj.),right (noun); right(-hand) (adj.),"Recht; recht (adj., rechterhand)"
,reiche ,atteindre,"to achieve, to attain",erreichen
den,rein ,pluie,rain,Regen
den,reinbou ,arc-en-ciel,rainbow,Regenbogen
dat,reip ,corde,rope,Seil
,rekne,calculer,to reckon,rechnen
den,relasjonen ,relation,relation,"Beziehung, Verhältnis"
den,remen,courroie,strap,Riemen
,ren ,pur,pure,rein (Adj.)
dat,rendier ,renne,reindeer,Rentier
,renne/rant/runt ,courir (vite),to run,rennen
den,rente ,rente,pension,Rente
,repar'eere ,réparer,to repair,reparieren
,represent'eere ,représenter,to represent,"repräsentieren, vertreten"
den,restaur'ant ,restaurant,restaurant,Restaurant
den,Rhyn ,Rhin,Rhine,Rhein
,rich ,riche,rich,reich
,richlig,abondant,abundant,reichlich
,rihte,"diriger, viser","to direct, aim",richten
,rihtig ,"exact, correct","right, correct",richtig
den,rihtlinje ,directive,"guideline, policy",Richtlinie
dat,rik ,empire,empire,Reich
den,rinde ,pelure,rind,Schale (einer Frucht)
den,ring ,anneau,ring,Ring
,ringe/rang/rungen,sonner,to ring,klingen
den,rise ,géant,giant (noun),Riese
den,rivj'er ,cours d'eau,"river, stream","Fluss, Strom"
den,rivj'erbank ,rive,riverbank,Flussufer
,robe,dérober,to rob,rauben
,rod ,rouge,red,rot
den,rog ,seigle,rye,Roggen
,roh,"cru, brut","crude, raw","roh, rau"
den,rolle ,rôle,role,Rolle
,Rom ,Rome,Rome,Rom
,rom'än ,romain (adj. & subs.),"Roman (adj., noun)","Römer, römisch"
den,room ,crème (alimentaire),cream (food),Rahm
dat,ross ,cheval,horse,Pferd
den,rosstal,étable,stable (horses),Stall
den,rost,rouille,rust,Rost
den,rot ,racine,root,Wurzel
,rotten ,pourri,rotten,"faul, verdorben"
,rübbe,frotter,to rub,reiben
,rucklos,"téméraire, insouciant",reckless,ruchlos
dat,ruder ,gouvernail,"helm, rudder",Ruder
den,rüg ,dos,back (body part),Rücken
den,rügsack ,sac à dos,backpack,Rucksack
,ruin'eere ,ruiner,to ruin,ruinieren
,rund ,rond,round (adj.),rund
,Russland ,Russie,Russia,Russland
dat,ruum,espace,space,Raum
,ryde/rid/riden ,chevaucher,to ride,reiten
,ryp ,mûr,ripe,reif
den,ryse ,voyage,"journey, voyage",Reise
den,sack ,sac,"bag, pouch","Sack, Beutel"
den,sadel,selle,saddle,Sattel
den,saft,jus,juice,Saft
den,sag ,scie,saw (tool),Säge
